Order ID,Customer ID,Order date & time,Product,Order value (gross),Order value (net),Discount applied (₹),Discount applied (%),Payment mode,Shipping city,Pincode,First order vs repeat,Channel source (last touch),Delivered / Returned / RTO,order_rank,Corrected order type
ORD-20220112-000172,CUST-0017179,2022-01-12 13:35:00,Mixed Cart,1891,1673,218,11.5,UPI,Mumbai,560957,First,Email/SMS,RTO,1.0,First
ORD-20220112-000173,CUST-0010510,2022-01-12 16:27:00,2-item cart,2090,1805,285,13.6,UPI,Chandigarh,429626,First,Meta,Delivered,1.0,First
ORD-20220112-000174,CUST-0022186,2022-01-12 19:09:00,Single item,2720,2042,678,24.9,UPI,Kochi,273569,First,Organic Instagram,Returned,1.0,First
ORD-20220112-000175,CUST-0020636,2022-01-12 13:39:00,Mixed Cart,2118,1563,555,26.2,COD,Mumbai,226684,First,Meta,Returned,1.0,First
ORD-20220113-000176,CUST-0024588,2022-01-13 18:13:00,Mixed Cart,2048,1775,273,13.3,UPI,Ahmedabad,258214,First,Influencer,Delivered,1.0,First
ORD-20220113-000177,CUST-0011318,2022-01-13 18:02:00,2-item cart,2238,1799,438,19.6,UPI,Kochi,394460,First,Google,RTO,1.0,First
ORD-20220113-000178,CUST-0021631,2022-01-13 20:17:00,2-item cart,2354,2002,353,15.0,UPI,Mumbai,416704,First,Google,Returned,1.0,First
ORD-20220113-000179,CUST-0015882,2022-01-13 18:45:00,Mixed Cart,1800,1502,298,16.5,COD,Lucknow,305473,First,Email/SMS,Delivered,1.0,First
ORD-20220113-000180,CUST-0009992,2022-01-13 10:02:00,2-item cart,2249,1747,502,22.3,UPI,Chennai,274632,First,Influencer,Delivered,1.0,First
ORD-20220113-000181,CUST-0020506,2022-01-13 13:32:00,2-item cart,2305,1906,400,17.3,UPI,Chennai,140898,First,Instagram DM,Returned,1.0,First
ORD-20220113-000182,CUST-0023546,2022-01-13 16:42:00,2-item cart,1842,1563,279,15.1,Card,Kochi,765911,First,Meta,Delivered,1.0,First
ORD-20220113-000183,CUST-0017768,2022-01-13 14:58:00,2-item cart,2454,1935,519,21.2,UPI,Chandigarh,719255,First,Influencer,Delivered,1.0,First
ORD-20220113-000184,CUST-0004432,2022-01-13 21:45:00,Single item,2287,2004,283,12.4,Card,Kanpur,262204,First,Google,Returned,1.0,First
ORD-20220113-000185,CUST-0019893,2022-01-13 18:34:00,2-item cart,1886,1698,188,10.0,COD,Pune,140916,First,Organic Instagram,Delivered,1.0,First
ORD-20220113-000186,CUST-0020869,2022-01-13 14:28:00,Mixed Cart,2154,1680,474,22.0,Wallet,Bengaluru,307063,First,Meta,Delivered,1.0,First
ORD-20220113-000187,CUST-0007567,2022-01-13 19:17:00,Mixed Cart,1872,1409,464,24.8,Card,Delhi,137352,First,Influencer,Delivered,1.0,First
ORD-20220113-000188,CUST-0012254,2022-01-13 23:38:00,Single item,1839,1655,184,10.0,UPI,Chennai,606865,First,Meta,RTO,1.0,First
ORD-20220113-000189,CUST-0006647,2022-01-13 14:26:00,2-item cart,2469,1875,594,24.1,COD,Mumbai,570624,First,Google,Returned,1.0,First
ORD-20220113-000190,CUST-0019921,2022-01-13 13:27:00,Mixed Cart,2331,1684,647,27.8,COD,Hyderabad,438097,First,Email/SMS,Delivered,1.0,First
ORD-20220113-000191,CUST-0001262,2022-01-13 18:41:00,Mixed Cart,1804,1505,299,16.6,Card,Kolkata,154477,First,Meta,Delivered,1.0,First
ORD-20220113-000192,CUST-0020666,2022-01-13 10:35:00,2-item cart,2525,1975,549,21.8,NetBanking,Delhi,570906,First,Meta,Delivered,1.0,First
ORD-20220113-000193,CUST-0001788,2022-01-13 12:27:00,Single item,1887,1553,334,17.7,Card,Kanpur,596098,First,Meta,Delivered,1.0,First
ORD-20220113-000194,CUST-0022811,2022-01-13 12:49:00,Mixed Cart,1897,1478,419,22.1,Card,Chennai,449174,First,Meta,Delivered,1.0,First
ORD-20220113-000195,CUST-0017577,2022-01-13 13:56:00,2-item cart,1915,1590,325,17.0,Card,Kanpur,281961,First,Meta,Returned,1.0,First
ORD-20220114-000196,CUST-0012586,2022-01-14 20:23:00,Single item,2137,1691,446,20.9,COD,Ranchi,751805,First,Instagram DM,Delivered,1.0,First
ORD-20220114-000197,CUST-0004919,2022-01-14 15:36:00,2-item cart,1800,1426,374,20.8,UPI,Pune,163803,First,Meta,Delivered,1.0,First
ORD-20220114-000198,CUST-0021802,2022-01-14 14:40:00,Single item,2092,1815,277,13.3,NetBanking,Mumbai,375407,First,Google,Delivered,1.0,First
ORD-20220114-000199,CUST-0019296,2022-01-14 19:56:00,Mixed Cart,2174,1749,424,19.5,Card,Kolkata,573340,First,Google,Returned,1.0,First
ORD-20220114-000200,CUST-0006804,2022-01-14 14:39:00,Mixed Cart,2123,1839,285,13.4,UPI,Pune,795011,First,Meta,RTO,1.0,First
ORD-20220114-000201,CUST-0002874,2022-01-14 23:38:00,Mixed Cart,2075,1703,372,17.9,UPI,Chennai,296907,First,Meta,Delivered,1.0,First
ORD-20220114-000202,CUST-0014921,2022-01-14 19:36:00,2-item cart,2528,1815,713,28.2,COD,Hyderabad,147582,First,Meta,Delivered,1.0,First
ORD-20220114-000203,CUST-0018038,2022-01-14 23:04:00,Mixed Cart,1800,1350,450,25.0,UPI,Ahmedabad,237951,First,Meta,Delivered,1.0,First
ORD-20220114-000204,CUST-0003582,2022-01-14 13:44:00,Mixed Cart,2222,1868,355,16.0,Card,Ranchi,664641,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20220114-000205,CUST-0008509,2022-01-14 14:27:00,Mixed Cart,2113,1795,319,15.1,Card,Dehradun,481043,First,Instagram DM,Delivered,1.0,First
ORD-20220114-000206,CUST-0019970,2022-01-14 20:31:00,Single item,2632,2030,602,22.9,UPI,Bengaluru,312958,First,Meta,Delivered,1.0,First
ORD-20220114-000207,CUST-0013587,2022-01-14 21:54:00,Mixed Cart,2176,1671,504,23.2,Card,Hyderabad,697639,First,Meta,Delivered,1.0,First
ORD-20220114-000208,CUST-0020183,2022-01-14 14:16:00,Mixed Cart,2078,1578,500,24.1,Card,Bengaluru,116430,First,Meta,Delivered,1.0,First
ORD-20220115-000209,CUST-0023623,2022-01-15 19:01:00,2-item cart,2028,1721,307,15.1,COD,Ludhiana,612382,First,Instagram DM,Delivered,1.0,First
ORD-20220115-000210,CUST-0017596,2022-01-15 12:40:00,Mixed Cart,2088,1879,209,10.0,Wallet,Ahmedabad,544062,First,Instagram DM,Delivered,1.0,First
ORD-20220115-000211,CUST-0000614,2022-01-15 21:43:00,2-item cart,1871,1583,288,15.4,UPI,Kochi,480772,First,Meta,Delivered,1.0,First
ORD-20220115-000212,CUST-0018710,2022-01-15 16:40:00,2-item cart,2239,1858,382,17.0,Card,Delhi,232521,First,Influencer,Delivered,1.0,First
ORD-20220115-000213,CUST-0016288,2022-01-15 21:02:00,Single item,2096,1652,444,21.2,COD,Hyderabad,427330,First,Meta,Returned,1.0,First
ORD-20220115-000214,CUST-0022724,2022-01-15 22:12:00,Mixed Cart,1839,1454,385,20.9,UPI,Ahmedabad,634345,First,Meta,Delivered,1.0,First
ORD-20220115-000215,CUST-0002875,2022-01-15 14:49:00,2-item cart,2671,2125,545,20.4,UPI,Dehradun,651219,First,Meta,Delivered,1.0,First
ORD-20220115-000216,CUST-0000135,2022-01-15 16:45:00,Single item,2454,1873,581,23.7,UPI,Mumbai,733156,First,Meta,Delivered,1.0,First
ORD-20220115-000217,CUST-0000737,2022-01-15 18:49:00,2-item cart,1935,1550,386,19.9,Card,Bengaluru,330040,First,Meta,Returned,1.0,First
ORD-20220115-000218,CUST-0020116,2022-01-15 22:28:00,Mixed Cart,2169,1882,288,13.3,UPI,Pune,763206,First,Meta,Delivered,1.0,First
ORD-20220115-000219,CUST-0026346,2022-01-15 15:17:00,Single item,2094,1690,403,19.3,UPI,Delhi,184704,First,Organic Instagram,Delivered,1.0,First
ORD-20220115-000220,CUST-0001654,2022-01-15 12:01:00,Mixed Cart,2372,1850,522,22.0,UPI,Mumbai,557182,First,Influencer,Delivered,1.0,First
ORD-20220115-000221,CUST-0011654,2022-01-15 23:44:00,2-item cart,1920,1458,462,24.1,UPI,Patna,813459,First,Meta,Delivered,1.0,First
ORD-20220115-000222,CUST-0022892,2022-01-15 19:08:00,Single item,2200,1778,422,19.2,Card,Ahmedabad,827728,First,Influencer,Delivered,1.0,First
ORD-20220115-000223,CUST-0011910,2022-01-15 12:55:00,2-item cart,2106,1713,393,18.7,Card,Vadodara,807493,First,Organic Instagram,Returned,1.0,First
ORD-20220115-000224,CUST-0024240,2022-01-15 10:04:00,Mixed Cart,2238,1840,398,17.8,Card,Pune,475550,First,Meta,Returned,1.0,First
ORD-20220115-000225,CUST-0002325,2022-01-15 22:06:00,Single item,2113,1669,444,21.0,COD,Lucknow,530287,First,Meta,Returned,1.0,First
ORD-20220115-000226,CUST-0026671,2022-01-15 17:24:00,Single item,2479,1828,652,26.3,Card,Kolkata,566502,First,Meta,Delivered,1.0,First
ORD-20220115-000227,CUST-0023328,2022-01-15 20:42:00,2-item cart,2281,1754,527,23.1,Card,Ahmedabad,730929,First,Meta,RTO,1.0,First
ORD-20220115-000228,CUST-0019389,2022-01-15 12:19:00,Single item,2762,2101,660,23.9,Card,Surat,507317,First,Google,RTO,1.0,First
ORD-20220115-000229,CUST-0024740,2022-01-15 23:08:00,Mixed Cart,1800,1350,450,25.0,Card,Mumbai,263853,First,Meta,Returned,1.0,First
ORD-20220115-000230,CUST-0001350,2022-01-15 19:28:00,2-item cart,2697,2175,522,19.3,UPI,Indore,822570,First,Email/SMS,Delivered,1.0,First
ORD-20220116-000231,CUST-0016726,2022-01-16 11:37:00,Single item,2291,1799,493,21.5,Card,Pune,418475,First,Organic Instagram,Delivered,1.0,First
ORD-20220116-000232,CUST-0003595,2022-01-16 21:35:00,Mixed Cart,2065,1514,550,26.6,COD,Mysuru,356669,First,Google,Delivered,1.0,First
ORD-20220116-000233,CUST-0006922,2022-01-16 16:25:00,2-item cart,2014,1674,340,16.9,Card,Ahmedabad,307371,First,Organic Instagram,Delivered,1.0,First
ORD-20220116-000234,CUST-0004401,2022-01-16 12:18:00,Single item,1853,1668,185,10.0,UPI,Chandigarh,260991,First,Google,Delivered,1.0,First
ORD-20220116-000235,CUST-0014944,2022-01-16 11:08:00,2-item cart,1800,1424,376,20.9,Wallet,Kochi,556384,First,Meta,Delivered,1.0,First
ORD-20220116-000236,CUST-0007120,2022-01-16 16:22:00,Mixed Cart,2303,1970,334,14.5,UPI,Jaipur,358251,First,Meta,Delivered,1.0,First
ORD-20220116-000237,CUST-0023098,2022-01-16 15:02:00,2-item cart,1800,1533,267,14.8,UPI,Indore,193953,First,Influencer,Delivered,1.0,First
ORD-20220116-000238,CUST-0019991,2022-01-16 17:33:00,Mixed Cart,2090,1781,309,14.8,UPI,Ahmedabad,805979,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20220116-000239,CUST-0017532,2022-01-16 14:39:00,2-item cart,2187,1818,369,16.9,COD,Ahmedabad,647567,First,Instagram DM,Returned,1.0,First
ORD-20220116-000240,CUST-0023624,2022-01-16 22:18:00,Mixed Cart,2000,1613,387,19.4,Wallet,Noida,701089,First,Google,Delivered,1.0,First
ORD-20220116-000241,CUST-0020458,2022-01-16 10:42:00,Single item,1854,1491,363,19.6,UPI,Ahmedabad,242982,First,Organic Instagram,Returned,1.0,First
ORD-20220116-000242,CUST-0000466,2022-01-16 19:17:00,Single item,1800,1491,309,17.2,COD,Surat,730516,First,Google,Delivered,1.0,First
ORD-20220116-000243,CUST-0005925,2022-01-16 14:50:00,Single item,2133,1736,397,18.6,COD,Mysuru,469503,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20220116-000244,CUST-0025244,2022-01-16 23:31:00,Single item,2285,1792,493,21.6,Card,Coimbatore,778546,First,Google,Delivered,1.0,First
ORD-20220116-000245,CUST-0001722,2022-01-16 20:16:00,Single item,2130,1820,310,14.6,UPI,Chennai,426007,First,Email/SMS,Delivered,1.0,First
ORD-20220116-000246,CUST-0008606,2022-01-16 16:43:00,2-item cart,2004,1803,200,10.0,UPI,Mysuru,122440,First,Influencer,Delivered,1.0,First
ORD-20220116-000247,CUST-0019462,2022-01-16 18:43:00,2-item cart,2274,1899,375,16.5,Card,Rajkot,562761,First,Google,Returned,1.0,First
ORD-20220116-000248,CUST-0019143,2022-01-16 14:51:00,2-item cart,2473,2015,458,18.5,Card,Gurgaon,363543,First,Google,Returned,1.0,First
ORD-20220116-000249,CUST-0000347,2022-01-16 20:44:00,2-item cart,1800,1503,297,16.5,Card,Bhubaneswar,122543,First,Google,Delivered,1.0,First
ORD-20220117-000250,CUST-0001116,2022-01-17 13:46:00,Mixed Cart,2097,1887,210,10.0,UPI,Mumbai,733000,First,Influencer,Delivered,1.0,First
ORD-20220117-000251,CUST-0007120,2022-01-17 11:45:00,Mixed Cart,1800,1350,450,25.0,UPI,Chandigarh,789379,First,Email/SMS,Delivered,2.0,Repeat
ORD-20220117-000252,CUST-0002482,2022-01-17 12:16:00,2-item cart,1800,1406,394,21.9,Card,Ludhiana,399810,First,Influencer,Delivered,1.0,First
ORD-20220117-000253,CUST-0026348,2022-01-17 14:10:00,Single item,2376,1906,470,19.8,UPI,Chennai,172977,First,Influencer,Returned,1.0,First
ORD-20220117-000254,CUST-0005848,2022-01-17 17:59:00,2-item cart,2274,1757,518,22.8,Card,Mumbai,676894,First,Meta,Delivered,1.0,First
ORD-20220117-000255,CUST-0015723,2022-01-17 21:16:00,Single item,2196,1763,432,19.7,Card,Delhi,577542,First,Google,Delivered,1.0,First
ORD-20220117-000256,CUST-0022940,2022-01-17 10:42:00,2-item cart,1800,1360,440,24.4,UPI,Chennai,113884,First,Email/SMS,Delivered,1.0,First
ORD-20220117-000257,CUST-0025736,2022-01-17 16:54:00,Mixed Cart,2100,1572,528,25.1,UPI,Delhi,513098,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20220117-000258,CUST-0009924,2022-01-17 18:59:00,Single item,2498,2159,339,13.6,Card,Nagpur,788507,First,Google,Delivered,1.0,First
ORD-20220117-000259,CUST-0021227,2022-01-17 23:29:00,Single item,2222,1979,244,11.0,UPI,Lucknow,512825,First,Meta,Delivered,1.0,First
ORD-20220117-000260,CUST-0020736,2022-01-17 20:44:00,2-item cart,1981,1783,198,10.0,Card,Delhi,147433,First,Influencer,Delivered,1.0,First
ORD-20220117-000261,CUST-0010084,2022-01-17 16:04:00,2-item cart,2453,2064,389,15.9,Card,Ranchi,581133,First,Offline (Friends/Family),Returned,1.0,First
ORD-20220117-000262,CUST-0006937,2022-01-17 22:46:00,Mixed Cart,1886,1489,397,21.1,COD,Coimbatore,590637,First,Instagram DM,Delivered,1.0,First
ORD-20220117-000263,CUST-0022172,2022-01-17 19:14:00,Mixed Cart,1885,1696,189,10.0,UPI,Chandigarh,604110,First,Instagram DM,Returned,1.0,First
ORD-20220117-000264,CUST-0010071,2022-01-17 12:00:00,Single item,2303,2072,231,10.0,COD,Mumbai,750917,First,Google,Delivered,1.0,First
ORD-20220117-000265,CUST-0007228,2022-01-17 11:31:00,2-item cart,1800,1398,402,22.3,UPI,Delhi,463730,First,Email/SMS,Delivered,1.0,First
ORD-20220117-000266,CUST-0010538,2022-01-17 11:43:00,Single item,2314,1887,426,18.4,COD,Gurgaon,157801,First,Meta,Returned,1.0,First
ORD-20220117-000267,CUST-0018135,2022-01-17 22:26:00,Mixed Cart,1970,1537,432,22.0,UPI,Delhi,720257,First,Meta,Delivered,1.0,First
ORD-20220117-000268,CUST-0011820,2022-01-17 16:49:00,Mixed Cart,1937,1493,444,22.9,UPI,Mumbai,203472,First,Google,Returned,1.0,First
ORD-20220117-000269,CUST-0004159,2022-01-17 22:50:00,Mixed Cart,1851,1481,369,20.0,UPI,Chandigarh,658497,First,Meta,Returned,1.0,First
ORD-20220117-000270,CUST-0020056,2022-01-17 10:38:00,Single item,1800,1464,336,18.7,NetBanking,Nagpur,425831,First,Meta,Returned,1.0,First
ORD-20220117-000271,CUST-0024941,2022-01-17 18:06:00,Single item,2198,1868,330,15.0,NetBanking,Jaipur,596766,First,Google,Returned,1.0,First
ORD-20220117-000272,CUST-0015546,2022-01-17 11:50:00,2-item cart,2612,2041,571,21.9,Card,Pune,155210,First,Meta,Returned,1.0,First
ORD-20220117-000273,CUST-0014849,2022-01-17 15:39:00,Single item,2085,1848,237,11.4,UPI,Noida,673464,First,Influencer,Delivered,1.0,First
ORD-20220117-000274,CUST-0019422,2022-01-17 11:57:00,Single item,2079,1681,399,19.2,Card,Chennai,819732,First,Meta,Returned,1.0,First
ORD-20220117-000275,CUST-0006553,2022-01-17 11:15:00,Single item,1877,1650,227,12.1,UPI,Delhi,603870,First,Meta,Delivered,1.0,First
ORD-20220117-000276,CUST-0004470,2022-01-17 19:29:00,Mixed Cart,2429,1920,508,20.9,Card,Delhi,486010,First,Offline (Friends/Family),Returned,1.0,First
ORD-20220118-000277,CUST-0015663,2022-01-18 19:03:00,Mixed Cart,1800,1488,312,17.3,Card,Chennai,470266,First,Meta,Returned,1.0,First
ORD-20220118-000278,CUST-0018113,2022-01-18 19:57:00,2-item cart,2486,2237,249,10.0,COD,Mumbai,657115,First,Email/SMS,Delivered,1.0,First
ORD-20220118-000279,CUST-0008083,2022-01-18 14:00:00,Mixed Cart,2678,2238,440,16.4,UPI,Kolkata,343211,First,Google,Returned,1.0,First
ORD-20220118-000280,CUST-0012206,2022-01-18 10:26:00,Single item,2042,1810,232,11.4,COD,Jaipur,556377,First,Meta,Delivered,1.0,First
ORD-20220118-000281,CUST-0023619,2022-01-18 17:31:00,Single item,1925,1732,193,10.0,UPI,Bhopal,338597,First,Meta,Delivered,1.0,First
ORD-20220118-000282,CUST-0023046,2022-01-18 10:30:00,Mixed Cart,2103,1645,458,21.8,Card,Indore,722012,First,Meta,Delivered,1.0,First
ORD-20220118-000283,CUST-0020540,2022-01-18 16:11:00,Single item,2083,1849,233,11.2,Card,Nagpur,767777,First,Organic Instagram,Returned,1.0,First
ORD-20220118-000284,CUST-0020071,2022-01-18 14:27:00,Single item,2551,1860,691,27.1,Card,Gurgaon,827924,First,Organic Instagram,Delivered,1.0,First
ORD-20220118-000285,CUST-0001690,2022-01-18 18:58:00,Mixed Cart,2005,1750,255,12.7,UPI,Hyderabad,759209,First,Meta,Delivered,1.0,First
ORD-20220118-000286,CUST-0004536,2022-01-18 11:35:00,Mixed Cart,1800,1470,330,18.3,NetBanking,Delhi,229074,First,Influencer,Delivered,1.0,First
ORD-20220118-000287,CUST-0010501,2022-01-18 13:48:00,2-item cart,2160,1533,627,29.0,UPI,Bengaluru,823270,First,Meta,Delivered,1.0,First
ORD-20220118-000288,CUST-0015407,2022-01-18 17:32:00,Mixed Cart,1800,1444,356,19.8,COD,Kochi,668740,First,Meta,Delivered,1.0,First
ORD-20220118-000289,CUST-0018687,2022-01-18 21:51:00,Single item,2712,1994,718,26.5,Wallet,Mumbai,519661,First,Meta,Delivered,1.0,First
ORD-20220118-000290,CUST-0016264,2022-01-18 12:17:00,Single item,1866,1585,280,15.0,UPI,Delhi,767747,First,Meta,Delivered,1.0,First
ORD-20220118-000291,CUST-0021126,2022-01-18 17:22:00,Mixed Cart,2134,1506,628,29.4,UPI,Delhi,133108,First,Meta,Delivered,1.0,First
ORD-20220118-000292,CUST-0021170,2022-01-18 15:26:00,2-item cart,2025,1538,487,24.0,COD,Ahmedabad,808200,First,Organic Instagram,Delivered,1.0,First
ORD-20220118-000293,CUST-0005628,2022-01-18 19:08:00,2-item cart,2165,1789,376,17.3,COD,Delhi,499968,First,Offline (Friends/Family),RTO,1.0,First
ORD-20220118-000294,CUST-0005269,2022-01-18 14:29:00,Single item,2100,1708,392,18.7,COD,Bengaluru,293878,First,Influencer,Delivered,1.0,First
ORD-20220118-000295,CUST-0002421,2022-01-18 12:15:00,2-item cart,2380,1899,481,20.2,Card,Kolkata,497630,First,Google,RTO,1.0,First
ORD-20220118-000296,CUST-0005328,2022-01-18 15:09:00,2-item cart,2567,2052,514,20.0,Card,Pune,136136,First,Google,Returned,1.0,First
ORD-20220118-000297,CUST-0017897,2022-01-18 15:09:00,Mixed Cart,2347,1754,593,25.3,NetBanking,Bengaluru,419914,First,Meta,Delivered,1.0,First
ORD-20220118-000298,CUST-0014487,2022-01-18 20:09:00,2-item cart,2596,1817,779,30.0,UPI,Pune,612249,First,Instagram DM,Delivered,1.0,First
ORD-20220119-000299,CUST-0014614,2022-01-19 10:25:00,2-item cart,2391,1956,435,18.2,UPI,Bengaluru,747693,First,Google,Returned,1.0,First
ORD-20220119-000300,CUST-0014597,2022-01-19 13:01:00,Mixed Cart,2453,1885,568,23.1,Card,Rajkot,646649,First,Google,Delivered,1.0,First
ORD-20220119-000301,CUST-0004848,2022-01-19 10:58:00,2-item cart,2438,1896,542,22.2,COD,Kolkata,514869,First,Meta,Delivered,1.0,First
ORD-20220119-000302,CUST-0001436,2022-01-19 23:35:00,2-item cart,2417,1992,425,17.6,Card,Dehradun,574000,First,Influencer,Delivered,1.0,First
ORD-20220119-000303,CUST-0011794,2022-01-19 21:57:00,Single item,2510,2142,368,14.7,Card,Pune,427961,First,Organic Instagram,Delivered,1.0,First
ORD-20220119-000304,CUST-0005663,2022-01-19 19:48:00,Single item,2490,1978,512,20.5,Card,Bengaluru,293389,First,Influencer,Delivered,1.0,First
ORD-20220119-000305,CUST-0018150,2022-01-19 13:11:00,2-item cart,2144,1929,215,10.0,Card,Bhubaneswar,426663,First,Meta,Delivered,1.0,First
ORD-20220119-000306,CUST-0008212,2022-01-19 13:01:00,2-item cart,2293,1905,388,16.9,UPI,Chandigarh,777483,First,Google,Delivered,1.0,First
ORD-20220119-000307,CUST-0008020,2022-01-19 12:31:00,Mixed Cart,2384,1948,436,18.3,UPI,Noida,627001,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20220119-000308,CUST-0020579,2022-01-19 17:36:00,2-item cart,2228,1703,525,23.6,Card,Ranchi,235393,First,Influencer,RTO,1.0,First
ORD-20220119-000309,CUST-0004588,2022-01-19 12:37:00,2-item cart,2972,2299,673,22.7,COD,Pune,281242,First,Meta,Delivered,1.0,First
ORD-20220120-000310,CUST-0002518,2022-01-20 10:18:00,2-item cart,2695,2142,553,20.5,Card,Noida,302149,First,Google,Returned,1.0,First
ORD-20220120-000311,CUST-0026211,2022-01-20 23:20:00,Single item,2867,2101,766,26.7,UPI,Kochi,831784,First,Google,Delivered,1.0,First
ORD-20220120-000312,CUST-0025520,2022-01-20 10:08:00,Single item,2190,1761,429,19.6,Card,Hyderabad,280949,First,Meta,Returned,1.0,First
ORD-20220120-000313,CUST-0017225,2022-01-20 22:57:00,Single item,2213,1641,572,25.8,COD,Vadodara,229503,First,Organic Instagram,Returned,1.0,First
ORD-20220120-000314,CUST-0011881,2022-01-20 10:30:00,2-item cart,2203,1795,407,18.5,UPI,Kolkata,736681,First,Email/SMS,Returned,1.0,First
ORD-20220120-000315,CUST-0018252,2022-01-20 10:47:00,2-item cart,1800,1583,217,12.1,COD,Pune,347581,First,Meta,Delivered,1.0,First
ORD-20220120-000316,CUST-0021748,2022-01-20 21:48:00,Mixed Cart,2165,1761,403,18.6,COD,Noida,154583,First,Meta,Delivered,1.0,First
ORD-20220120-000317,CUST-0001419,2022-01-20 10:30:00,Single item,2207,1706,501,22.7,UPI,Coimbatore,211192,First,Email/SMS,Returned,1.0,First
ORD-20220120-000318,CUST-0016739,2022-01-20 12:42:00,Mixed Cart,2404,1816,588,24.5,COD,Rajkot,717914,First,Meta,Delivered,1.0,First
ORD-20220120-000319,CUST-0003248,2022-01-20 19:15:00,Mixed Cart,2000,1800,200,10.0,COD,Noida,664528,First,Meta,Returned,1.0,First
ORD-20220120-000320,CUST-0016522,2022-01-20 10:46:00,2-item cart,1800,1609,191,10.6,COD,Ahmedabad,728011,First,Influencer,Returned,1.0,First
ORD-20220120-000321,CUST-0013356,2022-01-20 16:27:00,2-item cart,2163,1760,403,18.6,UPI,Dehradun,239621,First,Google,Delivered,1.0,First
ORD-20220120-000322,CUST-0002696,2022-01-20 21:18:00,2-item cart,1847,1552,296,16.0,UPI,Pune,407389,First,Influencer,Delivered,1.0,First
ORD-20220120-000323,CUST-0014024,2022-01-20 13:35:00,Mixed Cart,1953,1437,516,26.4,UPI,Mumbai,608784,First,Instagram DM,RTO,1.0,First
ORD-20220120-000324,CUST-0017127,2022-01-20 17:43:00,Mixed Cart,1800,1479,321,17.8,Card,Mumbai,260332,First,Influencer,Delivered,1.0,First
ORD-20220120-000325,CUST-0011097,2022-01-20 12:04:00,2-item cart,2626,1865,761,29.0,UPI,Visakhapatnam,533928,First,Influencer,Delivered,1.0,First
